country,prompt,word_count,token_count,Responce Time,No of VMs
Gambia,What is the year of independence of Gambia?,8,9,889.2018795013428,4
Georgia,What is the year of independence of Georgia?,8,9,893.7742710113525,4
Germany,What is the year of independence of Germany?,8,9,893.1975364685059,4
Ghana,What is the year of independence of Ghana?,8,9,891.8194770812988,4
Greece,What is the year of independence of Greece?,8,9,888.0956172943115,4
Grenada,What is the year of independence of Grenada?,8,9,893.6271667480469,4
Guatemala,What is the year of independence of Guatemala?,8,9,887.0029449462891,4
Guinea,What is the year of independence of Guinea?,8,9,890.1617527008057,4
Guinea-Bissau,What is the year of independence of Guinea-Bissau?,9,9,908.0445766448975,4
Guyana,What is the year of independence of Guyana?,8,9,921.3671684265137,4
Haiti,What is the year of independence of Haiti?,8,9,890.6714916229248,4
Honduras,What is the year of independence of Honduras?,8,9,892.7717208862305,4
Hungary,What is the year of independence of Hungary?,8,9,886.4231109619141,4
Iceland,What is the year of independence of Iceland?,8,9,886.0561847686768,4
India,What is the year of independence of India?,8,9,890.4643058776855,4
Indonesia,What is the year of independence of Indonesia?,8,9,888.5200023651123,4
Iran,What is the year of independence of Iran?,8,9,903.3684730529785,4
Iraq,What is the year of independence of Iraq?,8,9,909.6190929412842,4
Ireland,What is the year of independence of Ireland?,8,9,914.1650199890137,4
Israel,What is the year of independence of Israel?,8,9,913.7465953826904,4
Italy,What is the year of independence of Italy?,8,9,904.4129848480225,4
Jamaica,What is the year of independence of Jamaica?,8,9,901.7446041107178,4
Japan,What is the year of independence of Japan?,8,9,904.2682647705078,4
Jordan,What is the year of independence of Jordan?,8,9,910.7534885406494,4
Kazakhstan,What is the year of independence of Kazakhstan?,8,9,894.2670822143555,4
Kenya,What is the year of independence of Kenya?,8,9,890.9127712249756,4
Kiribati,What is the year of independence of Kiribati?,8,9,897.1223831176758,4
Kuwait,What is the year of independence of Kuwait?,8,9,896.6236114501953,4
Kyrgyzstan,What is the year of independence of Kyrgyzstan?,8,9,890.3889656066895,4
Laos,What is the year of independence of Laos?,8,9,894.6323394775391,4
Latvia,What is the year of independence of Latvia?,8,9,895.7185745239258,4
Lebanon,What is the year of independence of Lebanon?,8,9,891.7362689971924,4
Lesotho,What is the year of independence of Lesotho?,8,9,888.5161876678467,4
Liberia,What is the year of independence of Liberia?,8,9,894.1240310668945,4
Libya,What is the year of independence of Libya?,8,9,892.5254344940186,4
Liechtenstein,What is the year of independence of Liechtenstein?,8,9,888.6988162994385,4
Lithuania,What is the year of independence of Lithuania?,8,9,893.5022354125977,4
Luxembourg,What is the year of independence of Luxembourg?,8,9,890.3622627258301,4
Madagascar,What is the year of independence of Madagascar?,8,9,886.6391181945801,4
Malawi,What is the year of independence of Malawi?,8,9,890.0420665740967,4
Malaysia,What is the year of independence of Malaysia?,8,9,890.7036781311035,4
Maldives,What is the year of independence of Maldives?,8,9,882.6665878295898,4
Mali,What is the year of independence of Mali?,8,9,886.9342803955078,4
Malta,What is the year of independence of Malta?,8,9,888.3109092712402,4
Mauritania,What is the year of independence of Mauritania?,8,9,895.4827785491943,4
Mauritius,What is the year of independence of Mauritius?,8,9,893.9714431762695,4
Mexico,What is the year of independence of Mexico?,8,9,891.0608291625977,4
Moldova,What is the year of independence of Moldova?,8,9,895.9822654724121,4
Mongolia,What is the year of independence of Mongolia?,8,9,893.5232162475586,4
Montenegro,What is the year of independence of Montenegro?,8,9,890.3968334197998,4
Morocco,What is the year of independence of Morocco?,8,9,891.1309242248535,4
Mozambique,What is the year of independence of Mozambique?,8,9,887.4988555908203,4
Myanmar,What is the year of independence of Myanmar?,8,9,885.2124214172363,4
Namibia,What is the year of independence of Namibia?,8,9,887.2253894805908,4
Nauru,What is the year of independence of Nauru?,8,9,888.4799480438232,4
Nepal,What is the year of independence of Nepal?,8,9,884.1149806976318,4
Netherlands,What is the year of independence of Netherlands?,8,9,1106.1148643493652,4
Nicaragua,What is the year of independence of Nicaragua?,8,9,887.0992660522461,4
Niger,What is the year of independence of Niger?,8,9,893.1467533111572,4
Nigeria,What is the year of independence of Nigeria?,8,9,893.1739330291748,4
Norway,What is the year of independence of Norway?,8,9,884.6163749694824,4
Oman,What is the year of independence of Oman?,8,9,907.0477485656738,4
Pakistan,What is the year of independence of Pakistan?,8,9,883.307695388794,4
Palau,What is the year of independence of Palau?,8,9,891.8766975402832,4
Panama,What is the year of independence of Panama?,8,9,885.7274055480957,4
Paraguay,What is the year of independence of Paraguay?,8,9,917.945384979248,4
Peru,What is the year of independence of Peru?,8,9,887.120246887207,4
Philippines,What is the year of independence of Philippines?,8,9,882.7004432678223,4
Poland,What is the year of independence of Poland?,8,9,892.859697341919,4
Portugal,What is the year of independence of Portugal?,8,9,893.8577175140381,4
Qatar,What is the year of independence of Qatar?,8,9,888.4561061859131,4
Romania,What is the year of independence of Romania?,8,9,889.8258209228516,4
Russia,What is the year of independence of Russia?,8,9,883.4617137908936,4
Rwanda,What is the year of independence of Rwanda?,8,9,903.3114910125732,4
Samoa,What is the year of independence of Samoa?,8,9,890.5985355377197,4
Senegal,What is the year of independence of Senegal?,8,9,890.2950286865234,4
Serbia,What is the year of independence of Serbia?,8,9,897.4392414093018,4
Seychelles,What is the year of independence of Seychelles?,8,9,888.3819580078125,4
Singapore,What is the year of independence of Singapore?,8,9,890.0127410888672,4
Slovakia,What is the year of independence of Slovakia?,8,9,888.9050483703613,4
Slovenia,What is the year of independence of Slovenia?,8,9,888.9749050140381,4
Somalia,What is the year of independence of Somalia?,8,9,885.7567310333252,4
Spain,What is the year of independence of Spain?,8,9,892.9252624511719,4
Sudan,What is the year of independence of Sudan?,8,9,892.8787708282471,4
Suriname,What is the year of independence of Suriname?,8,9,883.8250637054443,4
Sweden,What is the year of independence of Sweden?,8,9,891.2675380706787,4
Switzerland,What is the year of independence of Switzerland?,8,9,888.2319927215576,4
Syria,What is the year of independence of Syria?,8,9,889.6341323852539,4
Tajikistan,What is the year of independence of Tajikistan?,8,9,896.4939117431641,4
Tanzania,What is the year of independence of Tanzania?,8,9,892.3318386077881,4
Thailand,What is the year of independence of Thailand?,8,9,884.263277053833,4
Timor-Leste,What is the year of independence of Timor-Leste?,9,9,886.8565559387207,4
Togo,What is the year of independence of Togo?,8,9,886.7218494415283,4
Tonga,What is the year of independence of Tonga?,8,9,885.3485584259033,4
Tunisia,What is the year of independence of Tunisia?,8,9,883.2166194915771,4
Turkmenistan,What is the year of independence of Turkmenistan?,8,9,888.8227939605713,4
Tuvalu,What is the year of independence of Tuvalu?,8,9,901.360273361206,4
Uganda,What is the year of independence of Uganda?,8,9,883.7714195251465,4
Ukraine,What is the year of independence of Ukraine?,8,9,882.8384876251221,4
Uruguay,What is the year of independence of Uruguay?,8,9,885.8287334442139,4
Uzbekistan,What is the year of independence of Uzbekistan?,8,9,897.3469734191895,4
Vanuatu,What is the year of independence of Vanuatu?,8,9,894.6342468261719,4
Venezuela,What is the year of independence of Venezuela?,8,9,892.1072483062744,4
Vietnam,What is the year of independence of Vietnam?,8,9,884.702205657959,4
Yemen,What is the year of independence of Yemen?,8,9,908.3666801452637,4
Zambia,What is the year of independence of Zambia?,8,9,883.8682174682617,4
Zimbabwe,What is the year of independence of Zimbabwe?,8,9,880.2440166473389,4
,Summarize examples marketing weather science metrics?,6,9,1325.3135681152344,4
,Show guidelines qualitative without solutions global weather briefly?,8,9,669.086217880249,4
,Outline typical anthropology security common ideas?,6,9,899.7287750244141,4
,Define with practical art major economics music weather?,8,9,901.4720916748047,4
,List art law geometry during advanced ethical agriculture?,8,9,1335.7436656951904,4
,Compare essential features patterns architecture patterns without rural?,8,9,893.2633399963379,4
,Name renewable typical sports global analysis within economics?,8,9,2233.459949493408,4
,List core trends beginner urban urban definition analysis?,8,9,1119.5294857025146,4
,Name ideas during with calculus processes approaches best?,8,9,1108.8409423828125,4
,Show business literature within impacts law with simply?,8,9,894.8099613189697,4
,Compare analysis overview ethics energy the internet quantitative?,8,9,904.1941165924072,4
,Give ethics computing education within summary principles sustainable?,8,9,899.9001979827881,4
,List features marketing about definition essential geometry local?,8,9,906.400203704834,4
,List geometry biology concepts ethics environment management calculus?,8,9,896.033763885498,4
,Name internet practical security beyond psychology statistics environment?,8,9,891.2885189056396,4
,Compare overview factors contemporary now professional ai algebra?,8,9,905.0674438476562,4
,Explain medicine challenges without philosophy calculus now?,7,9,899.662971496582,4
,Describe practical today data engineering management on?,7,9,889.5993232727051,4
,Give practice contemporary digital with strategies qualitative techniques?,8,9,671.943187713623,4
,Contrast during economics tools sociology sports?,6,9,892.6031589508057,4
,Give statistics everyday ai data effects security literature?,8,9,666.3556098937988,4
,Outline briefly outcomes solutions medicine statistics causes?,7,9,683.2818984985352,4
,Name software sustainable to origin hardware practical transport?,8,9,900.2923965454102,4
,Show best features everyday guidelines practice definition through?,8,9,893.0380344390869,4
,Contrast patterns global essential anthropology about?,6,9,1347.6715087890625,4
,Show analysis for ethics major solutions patterns energy?,8,9,894.5190906524658,4
,Identify briefly digital advanced geography algebra?,6,9,1558.213233947754,4
,Contrast geology education explanation beginner processes?,6,9,883.2128047943115,4
,Describe analogue practical psychology during linguistics?,6,9,1328.1188011169434,4
,Name networks examples practice patterns data effects clearly?,8,9,886.5740299224854,4
,Name strategies health environment through global industrial security?,8,9,668.6434745788574,4
,Show qualitative history education education advanced effects methods?,8,9,888.8645172119141,4
,Define examples guidelines literature qualitative networks health networks?,8,9,1133.4612369537354,4
,List during solutions statistics ai medicine engineering software?,8,9,908.1885814666748,4
,Show philosophy across essential ecology philosophy causes?,7,9,890.0299072265625,4
,Outline practice law beyond economics within history?,7,9,665.9336090087891,4
,Provide analysis simply best chemistry anthropology?,6,9,896.3086605072021,4
,Outline from theoretical internet patterns energy rural?,7,9,670.1745986938477,4
,Summarize basic marketing psychology design risks?,6,9,1342.3023223876953,4
,Show the weather robotics management features practical?,7,9,891.1838531494141,4
,Summarize strategies metrics intermediate weather definition?,6,9,887.6457214355469,4
,Explain for ethics intermediate practical during health?,7,9,889.7414207458496,4
,Provide features techniques physics music quantitative uses?,7,9,891.6928768157959,4
,Outline networks main sports impacts quantitative the?,7,9,894.554853439331,4
,Summarize sports by global typical psychology?,6,9,884.6232891082764,4
,Name steps advanced across literature technology software processes?,8,9,673.1138229370117,4
,List finance common beyond steps uses uses typical?,8,9,885.6613636016846,4
,Identify now law risks sports guidelines risks?,7,9,908.2579612731934,4
,Explain across networks astronomy business geology?,6,9,882.8918933868408,4
,Give transport security features methods intermediate management with?,8,9,882.8909397125244,4
,Show by ancient ai art methods literature modern?,8,9,885.2696418762207,4
,Summarize concepts clearly weather patterns by?,6,9,897.822380065918,4
,Outline common core practical renewable geography?,6,9,662.5921726226807,4
,Describe renewable finance rural uses professional guidelines?,7,9,883.4717273712158,4
,Show technology features mathematics classical practical mathematics finance?,8,9,890.4078006744385,4
,Name rural core geometry common strategies music features?,8,9,884.2358589172363,4
,List impacts summary through rural beginner networks practice?,8,9,665.5449867248535,4
,Name quantitative ethical classical ethics physics briefly through?,8,9,892.4977779388428,4
,Summarize impacts with analysis ideas in?,6,9,885.1783275604248,4
,Name common overview internet major features comparison concepts?,8,9,665.3528213500977,4
,Name design simply approaches essential art metrics transport?,8,9,669.0764427185059,4
,Explain beyond linguistics overview today internet?,6,9,664.6459102630615,4
,Define major steps rural to origin methods strategies?,8,9,883.6171627044678,4
,Give statistics overview best major across risks on?,8,9,1106.2133312225342,4
,Compare law modern summary design analogue urban intermediate?,8,9,885.4258060455322,4
,Explain business analogue without law drawbacks?,6,9,884.1371536254883,4
,Summarize practical everyday essential technology security?,6,9,882.8282356262207,4
,List sustainable science examples linguistics architecture practice?,7,9,893.5742378234863,4
,List tools climate beginner software data internet features?,8,9,671.3311672210693,4
,Give with definition beyond calculus geometry major health?,8,9,667.9024696350098,4
,Define features ethics astronomy sustainable to engineering calculus?,8,9,899.1653919219971,4
,Provide ecology computing practical architecture education?,6,9,882.8086853027344,4
,Give features practical education overview to rural uses?,8,9,664.9365425109863,4
,Outline networks engineering outcomes now processes factors?,7,9,671.3173389434814,4
,Give factors definition energy without marketing briefly engineering?,8,9,668.3647632598877,4
,Name concepts professional briefly techniques local software solutions?,8,9,1111.4253997802734,4
,Summarize in summary industrial mathematics design?,6,9,1325.2308368682861,4
,Give in advanced health steps science metrics theoretical?,8,9,893.0833339691162,4
,List to practical statistics the ideas algebra transport?,8,9,1107.6548099517822,4
,Name climate linguistics geography summary causes?,6,9,1122.2989559173584,4
,Provide biology robotics applications local analysis?,6,9,893.5799598693848,4
,Define practice practice music local features biology within?,8,9,1110.628604888916,4
,Give industrial techniques applications finance impacts overview technology?,8,9,680.5851459503174,4
,Contrast on best geography engineering strategies?,6,9,887.6221179962158,4
,List practical trends outcomes climate technology design contemporary?,8,9,887.5763416290283,4
,Give renewable weather on chemistry music computing internet?,8,9,668.2453155517578,4
,List mathematics analogue to anthropology common across?,7,9,892.5023078918457,4
,Show the psychology hardware calculus applied art law?,8,9,898.3922004699707,4
,Explain impacts modern linguistics everyday psychology?,6,9,2663.6204719543457,4
,Show simply local major transport features ethical education?,8,9,895.8983421325684,4
,Compare history advanced briefly education biology explanation by?,8,9,1333.6262702941895,4
,Name analogue economics briefly summary biology global advanced?,8,9,667.2601699829102,4
,Explain essential management simply clearly modern geometry?,7,9,670.2961921691895,4
,Describe uses biology beginner agriculture geology?,6,9,897.5253105163574,4
,Define simply essential risks to in ethical internet?,8,9,2441.0622119903564,4
,Give applications processes during solutions challenges beyond modern?,8,9,891.4051055908203,4
,Name today to simply ethical key methods environment?,8,9,1360.5389595031738,4
,Provide briefly processes concepts practical outcomes definition?,7,9,700.7443904876709,4
,List agriculture finance ancient advanced music theoretical history?,8,9,915.2395725250244,4
,Identify uses effects agriculture statistics sociology?,6,9,905.6077003479004,4
,Identify metrics guidelines uses guidelines mathematics methods?,7,9,898.7545967102051,4
,Name tools security renewable briefly on beginner in?,8,9,898.9598751068115,4
,Show to approaches essential linguistics professional law?,7,9,666.2318706512451,4
,Describe main chemistry advanced intermediate environment major?,7,9,901.6637802124023,4
,Summarize by through about management marketing?,6,9,887.4111175537109,4
,List digital methods with for sports weather methods?,8,9,894.9120044708252,4
,Describe anthropology algebra art networks art?,6,9,902.2443294525146,4
,Explain on concepts benefits during features briefly?,7,9,2671.442747116089,4
,Outline contemporary effects design geology in?,6,9,1120.4290390014648,4
,Outline processes strategies art tools ethical psychology?,7,9,674.9229431152344,4
,Give impacts rural medicine industrial calculus across processes?,8,9,884.0522766113281,4
,Define beginner management impacts environment agriculture strategies now?,8,9,911.9410514831543,4
,Outline factors theoretical astronomy trends finance summary?,7,9,666.837215423584,4
,Name main typical algebra medicine definition art practical?,8,9,1098.4199047088623,4
,Summarize urban trends to technology in?,6,9,1321.732997894287,4
,Summarize architecture challenges business minor basic?,6,9,1546.9143390655518,4
,Compare principles sports ai metrics environment philosophy advanced?,8,9,883.2566738128662,4
,Show best algebra health design agriculture design applications?,8,9,888.7073993682861,4
,Name analogue in benefits common for music practical?,8,9,1103.6956310272217,4
,Name now processes sports literature essential typical physics?,8,9,886.6217136383057,4
,Name practical industrial effects from sustainable ethical engineering?,8,9,1118.3302402496338,4
,Give ancient calculus about best economics steps definition?,8,9,1345.9243774414062,4
,Compare principles typical intermediate with renewable advanced core?,8,9,885.430097579956,4
,List summary quantitative history overview sustainable origin ancient?,8,9,662.4705791473389,4
,List definition solutions basic best local best industrial?,8,9,882.2755813598633,4
,Define internet hardware ancient during basic security transport?,8,9,891.4155960083008,4
,List quantitative typical philosophy to essential benefits health?,8,9,1548.1553077697754,4
,Define principles during chemistry architecture tools ancient education?,8,9,901.4055728912354,4
,Show data analogue history professional quantitative algebra practical?,8,9,899.3511199951172,4
,Show sports comparison basic tools now science rural?,8,9,891.7331695556641,4
,Show statistics analogue everyday the tools drawbacks?,7,9,883.9495182037354,4
,Identify literature solutions history modern robotics?,6,9,890.2308940887451,4
,Summarize comparison steps major modern intermediate?,6,9,901.5462398529053,4
,List chemistry intermediate weather practice tools marketing transport?,8,9,665.6849384307861,4
,List anthropology steps today internet challenges finance?,7,9,668.7111854553223,4
,Explain core software through methods sociology?,6,9,900.0546932220459,4
,Name urban principles security now digital philosophy ai?,8,9,1111.7064952850342,4
,Show design marketing industrial law key advanced rural?,8,9,893.6097621917725,4
,Summarize design to computing key without?,6,9,904.7427177429199,4
,Outline causes history concepts anthropology networks?,6,9,888.1077766418457,4
,Name environment challenges practice solutions management medicine psychology?,8,9,891.6540145874023,4
,Name beginner networks advanced hardware professional weather health?,8,9,668.7242984771729,4
,Explain applications methods sustainable theoretical robotics?,6,9,674.1058826446533,4
,Name music environment climate on modern geometry agriculture?,8,9,893.3296203613281,4
,Compare geology drawbacks examples ethical factors?,6,9,891.777515411377,4
,Compare sustainable patterns law definition data simply engineering?,8,9,889.6253108978271,4
