country,prompt,word_count,token_count,Responce Time,No of VMs
Cyprus,What is the year of independence of Cyprus?,8,9,864.2303943634033,3
Denmark,What is the year of independence of Denmark?,8,9,867.1119213104248,3
Djibouti,What is the year of independence of Djibouti?,8,9,867.2559261322021,3
Dominica,What is the year of independence of Dominica?,8,9,873.347282409668,3
Ecuador,What is the year of independence of Ecuador?,8,9,869.0989017486572,3
Egypt,What is the year of independence of Egypt?,8,9,868.3462142944336,3
Eritrea,What is the year of independence of Eritrea?,8,9,868.1271076202393,3
Estonia,What is the year of independence of Estonia?,8,9,874.8612403869629,3
Ethiopia,What is the year of independence of Ethiopia?,8,9,875.8940696716309,3
Fiji,What is the year of independence of Fiji?,8,9,867.9304122924805,3
Finland,What is the year of independence of Finland?,8,9,864.3419742584229,3
France,What is the year of independence of France?,8,9,868.3362007141113,3
Gabon,What is the year of independence of Gabon?,8,9,885.0371837615967,3
Gambia,What is the year of independence of Gambia?,8,9,889.2366886138916,3
Georgia,What is the year of independence of Georgia?,8,9,875.6489753723145,3
Germany,What is the year of independence of Germany?,8,9,867.497444152832,3
Ghana,What is the year of independence of Ghana?,8,9,879.7786235809326,3
Greece,What is the year of independence of Greece?,8,9,867.7186965942383,3
Grenada,What is the year of independence of Grenada?,8,9,867.9671287536621,3
Guatemala,What is the year of independence of Guatemala?,8,9,857.130765914917,3
Guinea,What is the year of independence of Guinea?,8,9,874.9659061431885,3
Guinea-Bissau,What is the year of independence of Guinea-Bissau?,9,9,863.1401062011719,3
Guyana,What is the year of independence of Guyana?,8,9,863.2485866546631,3
Haiti,What is the year of independence of Haiti?,8,9,869.3232536315918,3
Honduras,What is the year of independence of Honduras?,8,9,870.654821395874,3
Hungary,What is the year of independence of Hungary?,8,9,879.1790008544922,3
Iceland,What is the year of independence of Iceland?,8,9,871.4947700500488,3
India,What is the year of independence of India?,8,9,867.9521083831787,3
Indonesia,What is the year of independence of Indonesia?,8,9,859.6200942993164,3
Iran,What is the year of independence of Iran?,8,9,870.8517551422119,3
Iraq,What is the year of independence of Iraq?,8,9,866.8930530548096,3
Ireland,What is the year of independence of Ireland?,8,9,868.2219982147217,3
Israel,What is the year of independence of Israel?,8,9,868.8874244689941,3
Italy,What is the year of independence of Italy?,8,9,862.0600700378418,3
Jamaica,What is the year of independence of Jamaica?,8,9,868.354320526123,3
Japan,What is the year of independence of Japan?,8,9,866.5773868560791,3
Jordan,What is the year of independence of Jordan?,8,9,865.8807277679443,3
Kazakhstan,What is the year of independence of Kazakhstan?,8,9,862.8518581390381,3
Kenya,What is the year of independence of Kenya?,8,9,866.0571575164795,3
Kiribati,What is the year of independence of Kiribati?,8,9,871.4802265167236,3
Kuwait,What is the year of independence of Kuwait?,8,9,867.4311637878418,3
Kyrgyzstan,What is the year of independence of Kyrgyzstan?,8,9,862.9651069641113,3
Laos,What is the year of independence of Laos?,8,9,868.6769008636475,3
Latvia,What is the year of independence of Latvia?,8,9,861.5279197692871,3
Lebanon,What is the year of independence of Lebanon?,8,9,869.441032409668,3
Lesotho,What is the year of independence of Lesotho?,8,9,871.755838394165,3
Liberia,What is the year of independence of Liberia?,8,9,859.0309619903564,3
Libya,What is the year of independence of Libya?,8,9,864.2697334289551,3
Liechtenstein,What is the year of independence of Liechtenstein?,8,9,864.7871017456055,3
Lithuania,What is the year of independence of Lithuania?,8,9,874.014139175415,3
Luxembourg,What is the year of independence of Luxembourg?,8,9,861.7267608642578,3
Madagascar,What is the year of independence of Madagascar?,8,9,863.0530834197998,3
Malawi,What is the year of independence of Malawi?,8,9,857.8510284423828,3
Malaysia,What is the year of independence of Malaysia?,8,9,862.3795509338379,3
Maldives,What is the year of independence of Maldives?,8,9,869.3630695343018,3
Mali,What is the year of independence of Mali?,8,9,859.290361404419,3
Malta,What is the year of independence of Malta?,8,9,859.9247932434082,3
Mauritania,What is the year of independence of Mauritania?,8,9,859.9698543548584,3
Mauritius,What is the year of independence of Mauritius?,8,9,861.7103099822998,3
Mexico,What is the year of independence of Mexico?,8,9,891.9308185577393,3
Moldova,What is the year of independence of Moldova?,8,9,875.105619430542,3
Mongolia,What is the year of independence of Mongolia?,8,9,872.4188804626465,3
Montenegro,What is the year of independence of Montenegro?,8,9,867.8841590881348,3
Morocco,What is the year of independence of Morocco?,8,9,862.4370098114014,3
Mozambique,What is the year of independence of Mozambique?,8,9,870.1748847961426,3
Myanmar,What is the year of independence of Myanmar?,8,9,867.1708106994629,3
Namibia,What is the year of independence of Namibia?,8,9,864.840030670166,3
Nauru,What is the year of independence of Nauru?,8,9,867.7394390106201,3
Nepal,What is the year of independence of Nepal?,8,9,864.527702331543,3
Netherlands,What is the year of independence of Netherlands?,8,9,1075.6711959838867,3
Nicaragua,What is the year of independence of Nicaragua?,8,9,862.9355430603027,3
Niger,What is the year of independence of Niger?,8,9,860.3835105895996,3
Nigeria,What is the year of independence of Nigeria?,8,9,864.0730381011963,3
Norway,What is the year of independence of Norway?,8,9,862.2064590454102,3
Oman,What is the year of independence of Oman?,8,9,871.7062473297119,3
Pakistan,What is the year of independence of Pakistan?,8,9,858.6573600769043,3
Palau,What is the year of independence of Palau?,8,9,865.7739162445068,3
Panama,What is the year of independence of Panama?,8,9,864.0618324279785,3
Paraguay,What is the year of independence of Paraguay?,8,9,864.180326461792,3
Peru,What is the year of independence of Peru?,8,9,863.6267185211182,3
Philippines,What is the year of independence of Philippines?,8,9,864.5243644714355,3
Poland,What is the year of independence of Poland?,8,9,881.9715976715088,3
Portugal,What is the year of independence of Portugal?,8,9,865.4928207397461,3
Qatar,What is the year of independence of Qatar?,8,9,874.5632171630859,3
Romania,What is the year of independence of Romania?,8,9,868.9076900482178,3
Russia,What is the year of independence of Russia?,8,9,867.8610324859619,3
Rwanda,What is the year of independence of Rwanda?,8,9,869.8968887329102,3
Samoa,What is the year of independence of Samoa?,8,9,866.4572238922119,3
Senegal,What is the year of independence of Senegal?,8,9,869.539737701416,3
Serbia,What is the year of independence of Serbia?,8,9,882.6472759246826,3
Seychelles,What is the year of independence of Seychelles?,8,9,904.8507213592529,3
Singapore,What is the year of independence of Singapore?,8,9,894.1707611083984,3
Slovakia,What is the year of independence of Slovakia?,8,9,881.1676502227783,3
Slovenia,What is the year of independence of Slovenia?,8,9,888.9977931976318,3
Somalia,What is the year of independence of Somalia?,8,9,878.9796829223633,3
Spain,What is the year of independence of Spain?,8,9,882.3232650756836,3
Sudan,What is the year of independence of Sudan?,8,9,879.0569305419922,3
Suriname,What is the year of independence of Suriname?,8,9,871.8583583831787,3
Sweden,What is the year of independence of Sweden?,8,9,870.3632354736328,3
Switzerland,What is the year of independence of Switzerland?,8,9,869.671106338501,3
Syria,What is the year of independence of Syria?,8,9,870.4516887664795,3
Tajikistan,What is the year of independence of Tajikistan?,8,9,869.3990707397461,3
Tanzania,What is the year of independence of Tanzania?,8,9,874.8929500579834,3
Thailand,What is the year of independence of Thailand?,8,9,873.183012008667,3
Timor-Leste,What is the year of independence of Timor-Leste?,9,9,867.7608966827393,3
Togo,What is the year of independence of Togo?,8,9,870.9132671356201,3
Tonga,What is the year of independence of Tonga?,8,9,867.3334121704102,3
Tunisia,What is the year of independence of Tunisia?,8,9,868.828535079956,3
Turkmenistan,What is the year of independence of Turkmenistan?,8,9,868.6923980712891,3
Tuvalu,What is the year of independence of Tuvalu?,8,9,864.7959232330322,3
Uganda,What is the year of independence of Uganda?,8,9,863.7676239013672,3
Ukraine,What is the year of independence of Ukraine?,8,9,878.1411647796631,3
Uruguay,What is the year of independence of Uruguay?,8,9,859.1024875640869,3
Uzbekistan,What is the year of independence of Uzbekistan?,8,9,856.0774326324463,3
Vanuatu,What is the year of independence of Vanuatu?,8,9,858.6025238037109,3
Venezuela,What is the year of independence of Venezuela?,8,9,863.6989593505859,3
Vietnam,What is the year of independence of Vietnam?,8,9,860.7192039489746,3
Yemen,What is the year of independence of Yemen?,8,9,862.7023696899414,3
Zambia,What is the year of independence of Zambia?,8,9,861.968994140625,3
Zimbabwe,What is the year of independence of Zimbabwe?,8,9,859.1334819793701,3
,Summarize examples marketing weather science metrics?,6,9,1292.3333644866943,3
,Show guidelines qualitative without solutions global weather briefly?,8,9,645.0750827789307,3
,Outline typical anthropology security common ideas?,6,9,861.4611625671387,3
,Define with practical art major economics music weather?,8,9,863.2090091705322,3
,List art law geometry during advanced ethical agriculture?,8,9,1283.6039066314697,3
,Compare essential features patterns architecture patterns without rural?,8,9,857.121467590332,3
,Name renewable typical sports global analysis within economics?,8,9,2150.8235931396484,3
,List core trends beginner urban urban definition analysis?,8,9,1083.1456184387207,3
,Name ideas during with calculus processes approaches best?,8,9,1083.470106124878,3
,Show business literature within impacts law with simply?,8,9,858.9730262756348,3
,Compare analysis overview ethics energy the internet quantitative?,8,9,865.5140399932861,3
,Give ethics computing education within summary principles sustainable?,8,9,867.1603202819824,3
,List features marketing about definition essential geometry local?,8,9,862.1394634246826,3
,List geometry biology concepts ethics environment management calculus?,8,9,859.4074249267578,3
,Name internet practical security beyond psychology statistics environment?,8,9,862.144947052002,3
,Compare overview factors contemporary now professional ai algebra?,8,9,860.2983951568604,3
,Explain medicine challenges without philosophy calculus now?,7,9,862.5011444091797,3
,Describe practical today data engineering management on?,7,9,862.2736930847168,3
,Give practice contemporary digital with strategies qualitative techniques?,8,9,647.4976539611816,3
,Contrast during economics tools sociology sports?,6,9,865.0283813476562,3
,Give statistics everyday ai data effects security literature?,8,9,665.8141613006592,3
,Outline briefly outcomes solutions medicine statistics causes?,7,9,649.0461826324463,3
,Name software sustainable to origin hardware practical transport?,8,9,861.558198928833,3
,Show best features everyday guidelines practice definition through?,8,9,861.6015911102295,3
,Contrast patterns global essential anthropology about?,6,9,1288.451910018921,3
,Show analysis for ethics major solutions patterns energy?,8,9,860.0192070007324,3
,Identify briefly digital advanced geography algebra?,6,9,1513.8304233551025,3
,Contrast geology education explanation beginner processes?,6,9,888.930082321167,3
,Describe analogue practical psychology during linguistics?,6,9,1305.8061599731445,3
,Name networks examples practice patterns data effects clearly?,8,9,859.5688343048096,3
,Name strategies health environment through global industrial security?,8,9,646.2547779083252,3
,Show qualitative history education education advanced effects methods?,8,9,860.1479530334473,3
,Define examples guidelines literature qualitative networks health networks?,8,9,1076.1041641235352,3
,List during solutions statistics ai medicine engineering software?,8,9,864.5484447479248,3
,Show philosophy across essential ecology philosophy causes?,7,9,863.8613224029541,3
,Outline practice law beyond economics within history?,7,9,647.4196910858154,3
,Provide analysis simply best chemistry anthropology?,6,9,862.2915744781494,3
,Outline from theoretical internet patterns energy rural?,7,9,649.5571136474609,3
,Summarize basic marketing psychology design risks?,6,9,1291.2564277648926,3
,Show the weather robotics management features practical?,7,9,874.0255832672119,3
,Summarize strategies metrics intermediate weather definition?,6,9,868.1142330169678,3
,Explain for ethics intermediate practical during health?,7,9,861.0799312591553,3
,Provide features techniques physics music quantitative uses?,7,9,883.4991455078125,3
,Outline networks main sports impacts quantitative the?,7,9,859.4973087310791,3
,Summarize sports by global typical psychology?,6,9,858.557939529419,3
,Name steps advanced across literature technology software processes?,8,9,647.1223831176758,3
,List finance common beyond steps uses uses typical?,8,9,867.1033382415771,3
,Identify now law risks sports guidelines risks?,7,9,863.6653423309326,3
,Explain across networks astronomy business geology?,6,9,862.7169132232666,3
,Give transport security features methods intermediate management with?,8,9,860.2824211120605,3
,Show by ancient ai art methods literature modern?,8,9,867.2349452972412,3
,Summarize concepts clearly weather patterns by?,6,9,862.6699447631836,3
,Outline common core practical renewable geography?,6,9,654.2658805847168,3
,Describe renewable finance rural uses professional guidelines?,7,9,865.3147220611572,3
,Show technology features mathematics classical practical mathematics finance?,8,9,870.1255321502686,3
,Name rural core geometry common strategies music features?,8,9,868.8335418701172,3
,List impacts summary through rural beginner networks practice?,8,9,652.1303653717041,3
,Name quantitative ethical classical ethics physics briefly through?,8,9,863.8792037963867,3
,Summarize impacts with analysis ideas in?,6,9,866.6818141937256,3
,Name common overview internet major features comparison concepts?,8,9,653.048038482666,3
,Name design simply approaches essential art metrics transport?,8,9,648.9224433898926,3
,Explain beyond linguistics overview today internet?,6,9,651.9601345062256,3
,Define major steps rural to origin methods strategies?,8,9,863.4910583496094,3
,Give statistics overview best major across risks on?,8,9,1094.294548034668,3
,Compare law modern summary design analogue urban intermediate?,8,9,892.1446800231934,3
,Explain business analogue without law drawbacks?,6,9,860.0482940673828,3
,Summarize practical everyday essential technology security?,6,9,858.7985038757324,3
,List sustainable science examples linguistics architecture practice?,7,9,858.1421375274658,3
,List tools climate beginner software data internet features?,8,9,649.2166519165039,3
,Give with definition beyond calculus geometry major health?,8,9,649.4636535644531,3
,Define features ethics astronomy sustainable to engineering calculus?,8,9,864.4390106201172,3
,Provide ecology computing practical architecture education?,6,9,869.3435192108154,3
,Give features practical education overview to rural uses?,8,9,647.3922729492188,3
,Outline networks engineering outcomes now processes factors?,7,9,642.7953243255615,3
,Give factors definition energy without marketing briefly engineering?,8,9,643.1243419647217,3
,Name concepts professional briefly techniques local software solutions?,8,9,1102.5071144104004,3
,Summarize in summary industrial mathematics design?,6,9,1284.7981452941895,3
,Give in advanced health steps science metrics theoretical?,8,9,856.8847179412842,3
,List to practical statistics the ideas algebra transport?,8,9,1075.1900672912598,3
,Name climate linguistics geography summary causes?,6,9,1074.8615264892578,3
,Provide biology robotics applications local analysis?,6,9,858.6075305938721,3
,Define practice practice music local features biology within?,8,9,1072.643518447876,3
,Give industrial techniques applications finance impacts overview technology?,8,9,652.381420135498,3
,Contrast on best geography engineering strategies?,6,9,860.5377674102783,3
,List practical trends outcomes climate technology design contemporary?,8,9,858.5402965545654,3
,Give renewable weather on chemistry music computing internet?,8,9,643.7196731567383,3
,List mathematics analogue to anthropology common across?,7,9,867.335319519043,3
,Show the psychology hardware calculus applied art law?,8,9,869.6544170379639,3
,Explain impacts modern linguistics everyday psychology?,6,9,2583.522319793701,3
,Show simply local major transport features ethical education?,8,9,859.3380451202393,3
,Compare history advanced briefly education biology explanation by?,8,9,1298.1536388397217,3
,Name analogue economics briefly summary biology global advanced?,8,9,650.7694721221924,3
,Explain essential management simply clearly modern geometry?,7,9,645.0963020324707,3
,Describe uses biology beginner agriculture geology?,6,9,887.9616260528564,3
,Define simply essential risks to in ethical internet?,8,9,2377.7167797088623,3
,Give applications processes during solutions challenges beyond modern?,8,9,876.4195442199707,3
,Name today to simply ethical key methods environment?,8,9,1292.2940254211426,3
,Provide briefly processes concepts practical outcomes definition?,7,9,646.7211246490479,3
,List agriculture finance ancient advanced music theoretical history?,8,9,867.2406673431396,3
,Identify uses effects agriculture statistics sociology?,6,9,867.755651473999,3
,Identify metrics guidelines uses guidelines mathematics methods?,7,9,859.6701622009277,3
,Name tools security renewable briefly on beginner in?,8,9,865.9861087799072,3
,Show to approaches essential linguistics professional law?,7,9,649.5318412780762,3
,Describe main chemistry advanced intermediate environment major?,7,9,859.0152263641357,3
,Summarize by through about management marketing?,6,9,869.5673942565918,3
,List digital methods with for sports weather methods?,8,9,861.2072467803955,3
,Describe anthropology algebra art networks art?,6,9,864.3283843994141,3
,Explain on concepts benefits during features briefly?,7,9,2597.473382949829,3
,Outline contemporary effects design geology in?,6,9,1086.0896110534668,3
,Outline processes strategies art tools ethical psychology?,7,9,641.322135925293,3
,Give impacts rural medicine industrial calculus across processes?,8,9,855.9448719024658,3
,Define beginner management impacts environment agriculture strategies now?,8,9,866.037130355835,3
,Outline factors theoretical astronomy trends finance summary?,7,9,648.0467319488525,3
,Name main typical algebra medicine definition art practical?,8,9,1069.1676139831543,3
,Summarize urban trends to technology in?,6,9,1292.2401428222656,3
,Summarize architecture challenges business minor basic?,6,9,1514.3678188323975,3
,Compare principles sports ai metrics environment philosophy advanced?,8,9,864.2895221710205,3
,Show best algebra health design agriculture design applications?,8,9,864.7167682647705,3
,Name analogue in benefits common for music practical?,8,9,1077.3875713348389,3
,Name now processes sports literature essential typical physics?,8,9,868.7727451324463,3
,Name practical industrial effects from sustainable ethical engineering?,8,9,1078.1500339508057,3
,Give ancient calculus about best economics steps definition?,8,9,1287.2285842895508,3
,Compare principles typical intermediate with renewable advanced core?,8,9,860.5239391326904,3
,List summary quantitative history overview sustainable origin ancient?,8,9,650.7551670074463,3
,List definition solutions basic best local best industrial?,8,9,871.4187145233154,3
,Define internet hardware ancient during basic security transport?,8,9,874.4368553161621,3
,List quantitative typical philosophy to essential benefits health?,8,9,1513.9257907867432,3
,Define principles during chemistry architecture tools ancient education?,8,9,864.5517826080322,3
,Show data analogue history professional quantitative algebra practical?,8,9,859.3804836273193,3
,Show sports comparison basic tools now science rural?,8,9,858.0384254455566,3
,Show statistics analogue everyday the tools drawbacks?,7,9,863.6045455932617,3
,Identify literature solutions history modern robotics?,6,9,860.9235286712646,3
,Summarize comparison steps major modern intermediate?,6,9,858.2704067230225,3
,List chemistry intermediate weather practice tools marketing transport?,8,9,642.8980827331543,3
,List anthropology steps today internet challenges finance?,7,9,643.4829235076904,3
,Explain core software through methods sociology?,6,9,860.16845703125,3
,Name urban principles security now digital philosophy ai?,8,9,1080.1801681518555,3
,Show design marketing industrial law key advanced rural?,8,9,861.8712425231934,3
,Summarize design to computing key without?,6,9,861.6118431091309,3
,Outline causes history concepts anthropology networks?,6,9,867.600679397583,3
,Name environment challenges practice solutions management medicine psychology?,8,9,862.2472286224365,3
,Name beginner networks advanced hardware professional weather health?,8,9,650.6552696228027,3
,Explain applications methods sustainable theoretical robotics?,6,9,653.9723873138428,3
,Name music environment climate on modern geometry agriculture?,8,9,862.5137805938721,3
,Compare geology drawbacks examples ethical factors?,6,9,869.2028522491455,3
,Compare sustainable patterns law definition data simply engineering?,8,9,861.3431453704834,3
